CHEM_ID,LIB_ID,COMP_ID,CHRO_LIB_ENTRY_ID,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,PATHWAY_STATUS,TYPE,INCHIKEY,SMILES,CHEMICAL_NAME,SHORT_NAME,CAS,CHEMSPIDER,HMDB,KEGG,PLANT_CYC,PUBCHEM,PLATFORM
409,209,1303,123199,Energy,TCA Cycle,1451,,NAMED,BJEPYKJPYRNKOW-UHFFFAOYAM,OC(C(O)=O)CC(O)=O,malate,malate,6915-15-7,510,"HMDB0031518,HMDB0000156,HMDB0000744","C00149,C00711,C00497",MAL,525,LC/MS Neg
415,400,1302,155355,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",434,,NAMED,FFEARJCKVFRZRR-BYPYZUCNBW,CSCCC(N)C(O)=O,methionine,methionine,63-68-3,5907,HMDB0000696,C00073,MET,6137,LC/MS Pos Early
418,305,1496,145730,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),1774,,NAMED,ZIYVHBGGAOATLY-UHFFFAOYAT,O=C(C(C(O)=O)C)O,methylmalonate (MMA),methylmalonate (MMA),516-05-2,473,HMDB0000202,C02170,,487,LC/MS Polar
424,209,1336,125720,Lipid,Long Chain Saturated Fatty Acid,1510,,NAMED,IPCSVZSSVZVIGE-UHFFFAOYAJ,OC(CCCCCCCCCCCCCCC)=O,palmitate (16:0),palmitate (16:0),57-10-3,960,HMDB0000220,C00249,PALMITATE,985,LC/MS Neg
428,209,31475,124695,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,4307,,NAMED,BOPGDPNILDQYTO-NNYOXOHSBA,O[C@@H]([C@H]1O)[C@H](O[C@H]1COP(OP(OC[C@H]2O[C@@H](N(C=CC3)C=C3C(N)=O)[C@H](O)[C@@H]2O)(O)=O)(O)=O)N4C(N=CN=C5N)=C5N=C4,nicotinamide adenine dinucleotide reduced (NADH),NADH,"606-68-8,58-68-4",388299,HMDB0001487,C00004,NADH,439153,LC/MS Neg
432,400,594,155332,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,4302,,NAMED,DFPAKSUCGFBDDF-UHFFFAOYAZ,NC(C1=CN=CC=C1)=O,nicotinamide,nicotinamide,98-92-0,911,HMDB0001406,C00153,NIACINAMIDE,936,LC/MS Pos Early
437,209,12035,125748,Lipid,Medium Chain Fatty Acid,1492,,NAMED,FBUKVWPVBMHYJY-REWHXWOFAZ,CCCCCCCCC(O)=O,pelargonate (9:0),pelargonate (9:0),112-05-0,4574394,HMDB0000847,C01601,,8158,LC/MS Neg
439,209,1358,125724,Lipid,Long Chain Saturated Fatty Acid,1514,,NAMED,QIQXTHQIDYTFRH-UHFFFAOYAB,CCCCCCCCCCCCCCCCCC(O)=O,stearate (18:0),stearate (18:0),57-11-4,5091,HMDB0000827,C01530,STEARIC_ACID,5281,LC/MS Neg
444,400,1493,155375,Amino Acid,Urea cycle; Arginine and Proline Metabolism,487,,NAMED,AHLPHDHHMVZTML-BYPYZUCNBZ,O=C(O)[C@@H](N)CCCN,ornithine,ornithine,3184-13-2,6026,HMDB0000214,C00077,L-ORNITHINE,6262,LC/MS Pos Early
445,305,1505,146440,Nucleotide,"Pyrimidine Metabolism, Orotate containing",4205,,NAMED,PXQPEWDEAKTCGB-UHFFFAOYAD,O=C(C1=CC(O)=NC(O)=N1)O,orotate,orotate,50887-69-9,942,HMDB0000226,C00295,OROTATE,967,LC/MS Polar
448,400,27727,155840,Amino Acid,Glutathione Metabolism,567,,NAMED,YPZRWBKMTBYPTK-BJDJZHNGBD,O=C([C@@H](NC(CC[C@@H](C(O)=O)N)=O)CSSC[C@@H](C(NCC(O)=O)=O)NC(CC[C@@H](C(O)=O)N)=O)NCC(O)=O,"glutathione, oxidized (GSSG)","glutathione, oxidized (GSSG)",103239-24-3,58835,HMDB0003337,"D00031,C00127",GLUTATHIONE,65359,LC/MS Pos Early
452,209,33447,126083,Lipid,Long Chain Monounsaturated Fatty Acid,1529,,NAMED,SECPZKHBENQXJG-FPLPWBNLBE,CCCCCC\C=C/CCCCCCCC(O)=O,palmitoleate (16:1n7),palmitoleate (16:1n7),373-49-9,393216,HMDB0003229,C08362,CPD-9245,445638,LC/MS Neg
460,400,64,155301,Amino Acid,Phenylalanine Metabolism,140,,NAMED,COLNVLDHVKWLRT-QMMMGPOBBC,NC(C(O)=O)CC1=CC=CC=C1,phenylalanine,phenylalanine,63-91-2,5910,HMDB0000159,C00079,PHE,6140,LC/MS Pos Early
461,400,42109,156915,Energy,Oxidative Phosphorylation,1468,,NAMED,NBIIXXVUZAFLBC-DFZHHIFOAA,O=P(O)(O)O,phosphate,phosphate,7664-38-2,1032,HMDB0001429,C00009,Pi,1061,LC/MS Pos Early
463,209,597,124535,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1238,,NAMED,DTBNBXWJWCWCIK-UHFFFAOYAU,O=P(O)(OC(C(O)=O)=C)O,phosphoenolpyruvate (PEP),phosphoenolpyruvate (PEP),10526-80-4,980,HMDB0000263,C00074,PHOSPHO-ENOL-PYRUVATE,1005,LC/MS Neg
469,402,1510,157932,Lipid,Sphingolipid Synthesis,3003,,NAMED,AERBNCYCJBRYDG-FGTMMUONBE,O[C@@H]([C@@H](O)[C@@H](N)CO)CCCCCCCCCCCCCC,phytosphingosine,phytosphingosine,554-62-1,21238683,HMDB0004610,C12144,PHYTOSPINGOSINE,122121,LC/MS Pos Late
480,400,1898,155455,Amino Acid,Urea cycle; Arginine and Proline Metabolism,495,,NAMED,ONIBWKKTOPOVIA-BYPYZUCNBZ,OC(C1CCCN1)=O,proline,proline,147-85-3,128566,"HMDB0000162,HMDB0003411","C00148,C000763",PRO,"8988,145742,614",LC/MS Pos Early
482,305,527,146396,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1240,,NAMED,JVTAAEKCZFNVCJ-UHFFFAOYAX,CC(O)C(O)=O,lactate,lactate,79-33-4,592,HMDB0000190,C00186,L-LACTATE,612,LC/MS Polar
487,209,7746,141812,Lipid,Eicosanoid,2084,,NAMED,XEYBRNLFEZDVAW-ARSRFYASBG,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC([C@@H]1C/C=C\CCCC(O)=O)=O,prostaglandin E2,prostaglandin E2,363-24-6,4444059,HMDB0001220,"C00584,DG00448,D00079",,5280360,LC/MS Neg
491,400,1651,155439,Cofactors and Vitamins,Vitamin B6 Metabolism,4447,,NAMED,RADKZDMFGJYCBB-UHFFFAOYAP,OC1=C(C)N=CC(CO)=C1C=O,pyridoxal,pyridoxal,65-22-5,1021,HMDB0001545,C00250,PYRIDOXAL,1050,LC/MS Pos Early
493,400,3138,155486,Cofactors and Vitamins,Vitamin B6 Metabolism,4445,,NAMED,ZMJGSOSNSPKHNH-UHFFFAOYAM,NCC1=C(COP(O)(O)=O)C=NC(C)=C1O,pyridoxamine phosphate,pyridoxamine phosphate,529-96-4,1024,HMDB0001555,C00647,PYRIDOXAMINE-5P,1053,LC/MS Pos Early
496,400,2127,155459,Amino Acid,Glutathione Metabolism,566,,NAMED,RWSXRVCMGQZWBV-WDSKDSINBK,O=C(N[C@@H](CS)C(NCC(O)=O)=O)CC[C@@H]([C@@](O)=O)N,"glutathione, reduced (GSH)","glutathione, reduced (GSH)",70-18-8,111188,HMDB0000125,"D00014,C00051",GLUTATHIONE,124886,LC/MS Pos Early
498,402,1806,165222,Cofactors and Vitamins,Vitamin A Metabolism,4426,,NAMED,FPIPGXGPPPQFEQ-OVSJKPMPBW,C/C(/C=C/C(C(C)(CCC1)C)=C1C)=C\C=C\C(C)=C\CO,retinol (Vitamin A),retinol (Vitamin A),68-26-8,393012,HMDB0000305,C00473,,445354,LC/MS Pos Late
500,400,1827,155451,Cofactors and Vitamins,Riboflavin Metabolism,4329,,NAMED,AUNGANRZJHBGPY-SCRDCRAPBG,OC(C(O)C(O)CO)CN1C(C=C2C)=C(C=C2C)N=C(C(N3)=O)C1=NC3=O,riboflavin (Vitamin B2),riboflavin (Vitamin B2),83-88-5,431981,HMDB0000244,C00255,RIBOFLAVIN,493570,LC/MS Pos Early
501,305,1515,164364,Xenobiotics,Drug - Topical Agents,5956,,NAMED,4000,OC1=C(C(O)=O)C=CC=C1,salicylate,salicylate,69-72-7,331,HMDB0001895,C00805,CPD-110,338,LC/MS Polar
503,400,1648,155437,Amino Acid,"Glycine, Serine and Threonine Metabolism",10,,NAMED,MTCFGRXMJLQNBG-REOHCLBHBX,OC([C@@H](N)CO)=O,serine,serine,56-45-1,5736,HMDB0000187,C00065,SER,5951,LC/MS Pos Early
504,400,2342,155468,Amino Acid,Tryptophan Metabolism,287,,NAMED,QZAYGJVTTNCVMB-UHFFFAOYAX,NCCC1=CNC(C=C2)=C1C=C2O,serotonin,serotonin,153-98-0,5013,HMDB0000259,C00780,SEROTONIN,5202,LC/MS Pos Early
507,402,603,157882,Amino Acid,Polyamine Metabolism,552,,NAMED,PFNFFQXMRSDOHW-UHFFFAOYAC,NCCCNCCCCNCCCN,spermine,spermine,71-44-3,1072,HMDB0001256,C00750,SPERMINE,1103,LC/MS Pos Late
512,209,2125,124601,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",471,,NAMED,XOAAWQZATWQOTB-UHFFFAOYAA,NCCS(=O)(O)=O,taurine,taurine,107-35-7,1091,HMDB0000251,C00245,,1123,LC/MS Neg
519,209,1365,125728,Lipid,Long Chain Saturated Fatty Acid,1507,,NAMED,TUNFSRHWOTWDNC-UHFFFAOYAZ,OC(CCCCCCCCCCCCC)=O,myristate (14:0),myristate (14:0),544-63-8,10539,HMDB0000806,C06424,CPD-7836,11005,LC/MS Neg
533,400,1670,155443,Amino Acid,Urea cycle; Arginine and Proline Metabolism,485,,NAMED,XSQUKJJJFZCRTK-UHFFFAOYAF,O=C(N)N,urea,urea,57-13-6,1143,HMDB0000294,C00086,UREA,1176,LC/MS Pos Early
535,209,606,123185,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4217,,NAMED,DRTQHJPVMGBUCF-XVFCMESIBG,OC1C(N(C=CC2=O)C(N2)=O)OC(CO)C1O,uridine,uridine,58-96-8,5807,HMDB0000296,C00299,URIDINE,6029,LC/MS Neg
536,209,52602,165330,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4233,,NAMED,MXHRCPNRJAMMIM-SHYZEUOFBK,O=C(NC1=O)N(C=C1)C(CC2O)OC2CO,2'-deoxyuridine,2'-deoxyuridine,951-78-0,13118,HMDB0000012,C00526,DEOXYURIDINE,13712,LC/MS Neg
537,400,607,155340,Amino Acid,Histidine Metabolism,78,,NAMED,LOIYMIARKYCTBW-OWOJBTEDBA,O=C(O)/C=C/C1=CNC=N1,trans-urocanate,trans-urocanate,104-98-3,643824,HMDB0000301,C00785,,736715,LC/MS Pos Early
561,400,57,155297,Amino Acid,Glutamate Metabolism,44,,NAMED,WHUUTDBJXJRKMK-UHFFFAOYAD,O=C(O)[C@@H](N)CCC(O)=O,glutamate,glutamate,56-86-0,591,HMDB0000148,"C00025,C00217",GLT,33032,LC/MS Pos Early
563,400,53,155293,Amino Acid,Glutamate Metabolism,45,,NAMED,ZDXPYRJPNDTMRX-VKHMYHEABV,OC([C@@H](N)CCC(N)=O)=O,glutamine,glutamine,56-85-9,5746,HMDB0000641,C00064,GLN,5961,LC/MS Pos Early
564,400,1284,155352,Amino Acid,"Glycine, Serine and Threonine Metabolism",17,,NAMED,AYFVYJQAPQTCCC-GBXIJSLDBG,N[C@H](C(O)=O)[C@H](O)C,threonine,threonine,72-19-5,6051,HMDB0000167,C00188,THR,6288,LC/MS Pos Early
565,400,54,155294,Amino Acid,Tryptophan Metabolism,254,,NAMED,QIVBCDIJIAJPQS-VIFPVBQEBP,O=C(O)[C@@H](N)CC1=CNC2=C1C=CC=C2,tryptophan,tryptophan,73-22-3,6066,HMDB0000929,C00078,TRP,6305,LC/MS Pos Early
566,400,1649,155438,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",416,,NAMED,KZSNJWFQEVHDMF-BYPYZUCNBW,N[C@H](C(O)=O)C(C)C,valine,valine,72-18-4,6050,HMDB0000883,C00183,VAL,6287,LC/MS Pos Early
568,400,2150,155464,Cofactors and Vitamins,Vitamin B6 Metabolism,4444,,NAMED,NHZMQXZHNVQTQA-UHFFFAOYAS,NCC(C(O)=C(C)N=C1)=C1CO,pyridoxamine,pyridoxamine,58052-48-5,1023,HMDB0001431,C00534,PYRIDOXAMINE,1052,LC/MS Pos Early
572,305,48152,151982,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1223,,NAMED,WQZGKKKJIJFFOK-DVKNGEFBBQ,O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,glucose,glucose,50-99-7,71358,HMDB0000122,C00031,CPD-3607,5793,LC/MS Polar
796,305,4968,152126,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",454,,NAMED,TYEYBOSBBBHJIV-REWHXWOFAN,OC(C(CC)=O)=O,alpha-ketobutyrate,alpha-ketobutyrate,600-18-0,2829426,HMDB0000005,C00109,2-OXOBUTANOATE,58,LC/MS Polar
798,400,555,155320,Nucleotide,"Purine Metabolism, Adenine containing",4144,,NAMED,OIRDTQYFTABQOQ-KQYNXXCUBX,NC1=NC=NC2=C1N=CN2[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](CO)([H])O3,adenosine,adenosine,58-61-7,54923,HMDB0000050,C00212,ADENOSINE,60961,LC/MS Pos Early
799,400,3141,155487,Amino Acid,"Glycine, Serine and Threonine Metabolism",7,,NAMED,KWIUHFFTVRNATP-UHFFFAOYAI,O=C(C[N+](C)(C)C)[O-],betaine,betaine,107-43-7,"19951173,242",HMDB0000043,C00719,BETAINE,247,LC/MS Pos Early
800,400,1868,155454,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",455,,NAMED,XUJNEKJLAYXESH-REOHCLBHBU,SC[C@H](N)C(O)=O,cysteine,cysteine,"56-89-3,52-90-4",5653,HMDB0000574,C00097,CYS,5862,LC/MS Pos Early
803,305,584,146414,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",1352,,NAMED,GZCGUPFRVQAUEE-KVTDHHQDBB,O[C@@H]1C(CO)O[C@@H](O)[C@@H](O)[C@H]1O,mannose,mannose,3458-28-4,141983,HMDB0000169,"C00159,C02209,C00936",L-mannose,"82308,439680,185698,18950",LC/MS Polar
806,400,5086,155492,Amino Acid,"Glycine, Serine and Threonine Metabolism",6,,NAMED,FFDGPVCHZBVARC-UHFFFAOYAX,CN(C)CC(O)=O,dimethylglycine,dimethylglycine,1118-68-9,653,HMDB0000092,C03626,,673,LC/MS Pos Early
811,400,1126,155351,Amino Acid,Alanine and Aspartate Metabolism,29,,NAMED,QNAYBMKLOCPYGJ-REOHCLBHBS,O=C(O)[C@@H](N)C,alanine,alanine,56-41-7,5735,HMDB0000161,C00041,L-ALPHA-ALANINE,5950,LC/MS Pos Early
815,209,1299,124543,Amino Acid,Tyrosine Metabolism,162,,NAMED,OUYCCCASQSFEME-QMMMGPOBBZ,N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,tyrosine,tyrosine,60-18-4,5833,HMDB0000158,C00082,TYR,6057,LC/MS Neg
818,305,15872,147518,Lipid,Fatty Acid Synthesis,1472,,NAMED,OFOBLEOULBTSOW-UHFFFAOYAJ,O=C(O)CC(O)=O,malonate,malonate,"26522-22-85-0,141-82-2",844,HMDB0000691,C00383,MALONATE,867,LC/MS Polar
821,209,33442,125870,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4219,,NAMED,HZIOZCLEXIYJAD-JWMKEVCDBU,O[C@]1([H])[C@@](O)([H])[C@](CO)([H])O[C@]1(C2=CNC(NC2=O)=O)[H],pseudouridine,pseudouridine,1445-07-4,21403010,HMDB0000767,C02067,,15047,LC/MS Neg
823,305,22250,146516,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1239,,NAMED,LCTONWCANYUPML-REWHXWOFAD,CC(C(O)=O)=O,pyruvate,pyruvate,127-17-3,96901,HMDB0000243,C00022,PYRUVATE,1060,LC/MS Polar
825,305,605,146422,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4218,,NAMED,ISAKRJDGNUQOIC-UHFFFAOYAV,O=C(NC=C1)NC1=O,uracil,uracil,66-22-8,1141,HMDB0000300,C00106,URACIL,1174,LC/MS Polar
826,305,15581,146484,Carbohydrate,Pentose Metabolism,1267,,NAMED,PYMYPHUHKUWMLA-WISUUJSJBP,O=C[C@@H]([C@H]([C@@H](CO)O)O)O,xylose,xylose,609-06-3,85957,HMDB0000098,C00181,XYLOSE,135191,LC/MS Polar
827,400,514,155308,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",4249,,NAMED,UHDGCWIWMRVCDJ-XVFCMESIBD,OC[C@@H]1[C@H]([C@H]([C@H](N2C(N=C(C=C2)N)=O)O1)O)O,cytidine,cytidine,65-46-3,5940,HMDB0000089,C00475,CYTIDINE,6175,LC/MS Pos Early
828,305,575,146408,Carbohydrate,Pentose Metabolism,1269,,NAMED,PYMYPHUHKUWMLA-WDCZJNDABW,O[C@@H]1CO[C@@H](O)[C@@H](O)[C@@H]1O,arabinose,arabinose,28697-53-2,59687,HMDB0029942,C00216,D-ARABINOSE,66308,LC/MS Polar
848,400,553,155318,Xenobiotics,Tobacco Metabolite,4607,,NAMED,UIKROCXWUNQSPJ-VIFPVBQEBC,O=C1CC[C@@H]([C@]2=CN=CC=C2)N1C,cotinine,cotinine,486-56-6,746405,HMDB0001046,,,408,LC/MS Pos Early
849,400,569,155325,Xenobiotics,Xanthine Metabolism,4587,,NAMED,RYYVLZVUVIJVGH-UHFFFAOYAW,O=C(N(C)C1=C2N(C)C=N1)N(C)C2=O,caffeine,caffeine,58-08-2,2424,HMDB0001847,C07481,1-3-7-TRIMETHYLXANTHINE,2519,LC/MS Pos Early
872,209,2183,124827,Nucleotide,"Pyrimidine Metabolism, Thymine containing",4272,,NAMED,IQFYYKKMVGJFEH-XLPZGREQBQ,O=C(NC(C(C)=C1)=O)N1[C@]2([C@@]([C@@]([C@@](CO)(O2)[H])(O)[H])([H])[H])[H],thymidine,thymidine,50-89-5,5585,HMDB0000273,C00214,THYMIDINE,5789,LC/MS Neg
873,400,5341,155495,Cofactors and Vitamins,Thiamine Metabolism,4417,,NAMED,,NC1=C(C[N+]2=CSC(CC[O-])=C2C)C=NC(C)=N1,thiamin (Vitamin B1),thiamin (Vitamin B1),59-43-8,,HMDB0000235,"DG00125,C00378,D08580",THIAMINE,1130,LC/MS Pos Early
878,305,48195,153126,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",1346,,NAMED,BJHIKXHVCXFQLS-UYFOZJQFBH,OC[C@@]1(O)O[C@H](CO)[C@@H](O)[C@@H]1O,fructose,fructose,57-48-7,5764,HMDB0000660,C00095,Fructose,2723872,LC/MS Polar
880,400,554,155319,Nucleotide,"Purine Metabolism, Adenine containing",4145,,NAMED,GFFGJBXGBJISGV-UHFFFAOYAT,NC1=NC=NC2=C1N=CN2,adenine,adenine,73-24-5,185,HMDB0000034,C00147,ADENINE,190,LC/MS Pos Early
881,400,573,155326,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",4250,,NAMED,OPTASPLRGRRNAP-UHFFFAOYAY,NC1=NC(NC=C1)=O,cytosine,cytosine,71-30-7,577,HMDB0000630,C00380,CYTOSINE,597,LC/MS Pos Early
882,209,604,126810,Nucleotide,"Pyrimidine Metabolism, Thymine containing",4275,,NAMED,RWQNBRDOKXIBIV-UHFFFAOYAL,O=C1C(C)=CNC(N1)=O,thymine,thymine,65-71-4,1103,HMDB0000262,C00178,THYMINE,1135,LC/MS Neg
888,209,1642,125736,Lipid,Medium Chain Fatty Acid,1494,,NAMED,GHVNFZFCNZKVNT-UHFFFAOYAC,CCCCCCCCCC(O)=O,caprate (10:0),caprate (10:0),334-48-5,2863,HMDB0000511,C01571,CPD-3617,2969,LC/MS Neg
891,209,1121,125718,Lipid,Long Chain Saturated Fatty Acid,1512,,NAMED,KEMQGTRYUADPNZ-UHFFFAOYAT,O=C(O)CCCCCCCCCCCCCCCC,margarate (17:0),margarate (17:0),506-12-7,10033,HMDB0002259,,,10465,LC/MS Neg
892,209,1356,125722,Lipid,Long Chain Saturated Fatty Acid,1516,,NAMED,ISYWECDDZWTKFF-UHFFFAOYAR,CCCCCCCCCCCCCCCCCCC(O)=O,nonadecanoate (19:0),nonadecanoate (19:0),646-30-0,12071,HMDB0000772,C16535,,12591,LC/MS Neg
893,209,1118,125716,Lipid,Long Chain Saturated Fatty Acid,1517,,NAMED,VKOBVWXKNCXXDE-UHFFFAOYAB,CCCCCCCCCCCCCCCCCCCC(O)=O,arachidate (20:0),arachidate (20:0),506-30-9,10035,HMDB0002212,C06425,ARACHIDIC_ACID,10467,LC/MS Neg
914,305,1471,147709,Carbohydrate,Pentose Metabolism,1261,,NAMED,PYMYPHUHKUWMLA-LMVFSUKVBD,O=C[C@@H]([C@@H]([C@@H](CO)O)O)O,ribose,ribose,50-69-1,4470639,HMDB0000283,C00121,RIBOSE,5779,LC/MS Polar
917,400,512,155306,Amino Acid,Alanine and Aspartate Metabolism,40,,NAMED,DCXYFEDJOCDNAF-REOHCLBHBD,NC(C[C@H](N)C(O)=O)=O,asparagine,asparagine,70-47-3,6031,HMDB0000168,C00152,ASN,6267,LC/MS Pos Early
922,402,1759,211070,Lipid,Dihydroceramides,3012,,NAMED,KZTJQXAANJHSCE-OIDHKYIRBS,CCCCCCCCCCCCCCCCCC(N[C@H]([C@H](O)CCCCCCCCCCCCCCC)CO)=O,N-stearoyl-sphinganine (d18:0/18:0)*,N-stearoyl-sphinganine (d18:0/18:0)*,2304-80-5,4446686,,,,5283573,LC/MS Pos Late
923,305,601,145712,Nucleotide,"Pyrimidine Metabolism, Orotate containing",4204,,NAMED,UFIVEPVSAGBUSI-UHFFFAOYAI,O=C(C(NC1=O)CC(N1)=O)O,dihydroorotate,dihydroorotate,155-54-4,628,HMDB03349,C00337,DI-H-OROTATE,648,LC/MS Polar
932,209,32492,125852,Lipid,Medium Chain Fatty Acid,1491,,NAMED,WWZKQHOCKIZLMA-UHFFFAOYAH,CCCCCCCC(O)=O,caprylate (8:0),caprylate (8:0),124-07-2,370,HMDB0000482,C06423,CPD-195,379,LC/MS Neg
935,209,1519,124565,Carbohydrate,Disaccharides and Oligosaccharides,1325,,NAMED,CZMRCDWAGMRECN-UGDNZRGBBE,OC[C@]1(O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)[C@H]([C@@H]([C@@H](CO)O1)O)O,sucrose,sucrose,57-50-1,5768,HMDB0000258,C00089,SUCROSE,5988,LC/MS Neg
980,209,1361,125726,Lipid,Long Chain Saturated Fatty Acid,1509,,NAMED,WQEPLUUGTLDZJY-UHFFFAOYAK,O=C(O)CCCCCCCCCCCCCC,pentadecanoate (15:0),pentadecanoate (15:0),"10002-84-2,1002-84-2",13249,HMDB0000826,C16537,,13849,LC/MS Neg
1001,400,32306,155905,Amino Acid,Urea cycle; Arginine and Proline Metabolism,513,,NAMED,PMMYEEVYMWASQN-DMTCNVIQBF,O[C@@H]1C[C@@H](C(O)=O)NC1,trans-4-hydroxyproline,hydroxyproline,51-35-4,5605,HMDB0000725,C01157,Protein-hydroxyprolines,5810,LC/MS Pos Early
1002,305,1107,146424,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",4131,,NAMED,POJWUDADGALRAB-UHFFFAOYAE,O=C(N1)C(NC(N)=O)NC1=O,allantoin,allantoin,97-59-6,199,HMDB0000462,"C02348,C01551,C02350",ALLANTOIN,"439714,204,439713",LC/MS Polar
1004,400,3147,155488,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",4119,,NAMED,LRFVTYWOQMYALW-UHFFFAOYAT,O=C(N1)C(N=CN2)=C2NC1=O,xanthine,xanthine,69-89-6,1151,HMDB0000292,C00385,XANTHINE,1188,LC/MS Pos Early
1021,209,1494,123209,Amino Acid,Glutathione Metabolism,579,,NAMED,ODHCTXKNWHHXJC-VKHMYHEABY,O=C1CC[C@@H]([C@@](O)=O)N1,5-oxoproline,5-oxoproline,98-79-3,7127,HMDB0000267,"C02237,C01879",5-OXOPROLINE,"439685,7405",LC/MS Neg
1024,400,1508,155385,Cofactors and Vitamins,Pantothenate and CoA Metabolism,4333,,NAMED,GHOKWGTUZJEAQD-ZETCQYMHBS,O=C(NCCC(O)=O)[C@H](O)C(C)(C)CO,pantothenate,pantothenate (Vitamin B5),137-08-6,6361,HMDB0000210,C00864,PANTOTHENATE,6613,LC/MS Pos Early
1025,400,1444,155369,Amino Acid,Lysine Metabolism,131,,NAMED,,OC(C1NCCCC1)=O,pipecolate,pipecolate,4043-87-2,,,,,,LC/MS Pos Early
1026,209,1600,124589,Lipid,Phospholipid Metabolism,2238,,NAMED,SUHOOTKUPISOBE-UHFFFAOYAT,NCCOP(O)(O)=O,phosphoethanolamine,phosphoethanolamine (PE),1071-23-4,990,HMDB0000224,C00346,PHOSPHORYL-ETHANOLAMINE,1015,LC/MS Neg
1052,305,1572,146444,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1243,,NAMED,RBNPOMFGQQGHHO-UHFFFAOYAE,O=C(O)C(O)CO,glycerate,glycerate,600-19-1,732,"HMDB0000139,HMDB0006372",C00258,GLYCERATE,"439194,752",LC/MS Polar
1053,400,3155,155489,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4236,,NAMED,JSJWCHRYRHKBBW-UHFFFAOYAH,OC(CCNC(N)=O)=O,3-ureidopropionate,3-ureidopropionate,462-88-4,109,HMDB0000026,C02642,3-UREIDO-PROPIONATE,111,LC/MS Pos Early
1080,209,48465,154416,Lipid,Eicosanoid,2149,,NAMED,4000,CCCCC\C=C/C\C=C/C\C=C/C=C/C(CCCC(O)=O)=O,5-KETE,5-KETE,106154-18-1,1765,HMDB0010217,C14732,,5353355,LC/MS Neg
1083,209,1589,124587,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",435,,NAMED,XUYPXLNMDZIRQH-LURJTMIEBN,O=C(O)[C@H](CCSC)NC(C)=O,N-acetylmethionine,N-acetylmethionine,65-82-7,395338,HMDB0011745,C02712,,448580,LC/MS Neg
1084,209,1591,124807,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",417,,NAMED,IHYJTAOFMMMOPX-LURJTMIEBI,O=C(O)[C@@H](NC(C)=O)C(C)C,N-acetylvaline,N-acetylvaline,96-81-1,60154,HMDB0011757,,,66789,LC/MS Neg
1087,209,1552,125983,Lipid,Long Chain Monounsaturated Fatty Acid,1547,,NAMED,DPUOLQHDNGRHBS-UHFFFAOYAW,OC(CCCCCCCCCCC\C=C/CCCCCCCC)=O,erucate (22:1n9),erucate (22:1n9),112-86-7,7924,HMDB0002068,C08316,,"8216,5281116",LC/MS Neg
1090,209,43807,123337,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,4405,,NAMED,BPYKTIZUTYGOLE-IFADSCNNBS,CC(C(N\1)=O)=C(C=C)C1=C/C2=C(C)C(CCC(O)=O)=C(CC3=C(CCC(O)=O)C(C)=C(/C=C4NC(C(C=C)=C/4C)=O)N3)N2,"bilirubin (Z,Z)",bilirubin,635-65-4,4444055,HMDB0000054,C00486,,5280352,LC/MS Neg
